MESSAGE,RESPONSE
You're not funny,Sometimes humor is tricky for a bot.
You're so not funny,Sometimes humor is tricky for a bot.
Damn, you are hideous.
Dang you're ugly.,Noted.
Hey ugly.,Noted.
How can you be so bad looking?,Noted.
How can you be so ugly? ,Noted.
How can you be so yucky?,Noted.
How can you look so gross?,Noted.
How can you look so ugly?,Noted.
I can't believe how bad you look.,Noted.
I can't believe how gross you look,Noted.
I can't believe how ugly you are,Noted.
I can't stand you.,Noted.
I don't find you attractive,Noted.
I hate you,Noted.
I think you are gross,Noted.
I think you are ugly,Noted.
I think you're gross,Noted.
I think you're ugly,Noted.
Is there something wrong with your mouth?,Noted.
It's hard to look at you.,Noted.
I've never seen someone as hideous as you.,Noted.
Stop being so ugly.,Noted.
What is wrong with your mouth?,Noted.
What's wrong with your mouth?,Noted.
Why are you so disgusting? ,Noted.
Why are you so ugly?,Noted.
Why do you look so disgusting,Noted.
Why do you look so ugly?,Noted.
Wow you sure are ugly.,Noted.
You are absolutely hideous.,Noted.
You are bad looking.,Noted.
You are fuck ugly.,Noted.
You are fugly.,Noted.
You are hideous,Noted.
You are not attractive,Noted.
You are so not pretty,Noted.
You are so ugly,Noted.
You are the opposite of pretty.,Noted.
You are truly unattractive.,Noted.
You are unattractive.,Noted.
You aren't much to look at.,Noted.
You mouth sucks,Noted.
You have a terrible mouth.,Noted.
You look awful.,Noted.
you look beastly.,Noted.
You look deformed.,Noted.
You look grotesque.,Noted.
You look hideous ,Noted.
You look like crap.,Noted.
You look really bad.,Noted.
You look ugly,Noted.
You sure are hideous,Noted.
You sure are ugly,Noted.
You're ugly,Noted.
Your mouth is ugly,Noted.
Your mouth looks like shit.,Noted.
Your mouth makes me sick.,Noted.
Your mouth makes me want to barf.,Noted.
Your mouth sucks,Noted.
You're a real grotesque.,Noted.
You're a real uggo,Noted.
You're hideous,Noted.
You're the ugliest person I've ever seen in my life.,Noted.
Are you laughing at me?,Sorry about that.
Don't say things like that,Sorry about that.
Don't talk to me like that,Sorry about that.
Everything you told me was false,Sorry about that.
i did not understand what you just said,Sorry about that.
I give up,Sorry about that.
i hate that answer,Sorry about that.
I wasn't expecting that,Sorry about that.
I wasn't expecting you to say that,Sorry about that.
I'm offended,Sorry about that.
Inaccurate,Sorry about that.
No, that's not true
Non sequitur,Sorry about that.
Nope, false
Not even close,Sorry about that.
Not sure I like what you say,Sorry about that.
Not true,Sorry about that.
Right, this isn't working.
seriously?,Sorry about that.
So you don't know?,Sorry about that.
That answer makes no sense,Sorry about that.
That doesn't answer my question,Sorry about that.
that is lame,Sorry about that.
That is mean,Sorry about that.
That isn't appropriate,Sorry about that.
That isn't what I thought you'd say,Sorry about that.
That makes absolutely no sense,Sorry about that.
That makes no sense,Sorry about that.
That was a bad answer,Sorry about that.
That was a bad response,Sorry about that.
That was a bad thing to say,Sorry about that.
That was a non sequitur,Sorry about that.
That was a random answer ,Sorry about that.
That was a random response,Sorry about that.
That was a stupid answer,Sorry about that.
That was a terrible answer,Sorry about that.
That was a weird response,Sorry about that.
That was random,Sorry about that.
That wasn't true,Sorry about that.
That's an offensive thing to say,Sorry about that.
That's how you answer? ,Sorry about that.
That's how you respond?,Sorry about that.
That's inaccurate,Sorry about that.
That's inappropriate,Sorry about that.
that's lame,Sorry about that.
That's not a good answer,Sorry about that.
That's not a good response,Sorry about that.
That's not accurate,Sorry about that.
That's not appropriate,Sorry about that.
That's not good enough,Sorry about that.
That's not something you should be saying,Sorry about that.
That's not something you should say,Sorry about that.
That's not the answer I expected,Sorry about that.
That's not the answer I wanted,Sorry about that.
That's not the answer I wanted to hear,Sorry about that.
That's not the answer I wanted you to say,Sorry about that.
That's not the answer I wanted you to tell me,Sorry about that.
That's not true,Sorry about that.
That's not what I asked,Sorry about that.
That's not what I thought you'd say,Sorry about that.
That's not what I typed,Sorry about that.
That's not what I want to hear,Sorry about that.
That's not what I was expecting,Sorry about that.
That's so wrong,Sorry about that.
That's wrong,Sorry about that.
That's your answer?,Sorry about that.
That's your response?,Sorry about that.
Way off,Sorry about that.
Well that was dumb,Sorry about that.
What a dumb thing to say,Sorry about that.
What a strange thing to say,Sorry about that.
What a stupid thng to say,Sorry about that.
What a weird thing to say,Sorry about that.
What are you on about? ,Sorry about that.
what are you talking about?,Sorry about that.
What don't you get? The purpose of having a name?,Sorry about that.
What is that supposed to mean?,Sorry about that.
what so funny about India?,Sorry about that.
whatever,Sorry about that.
who cares,Sorry about that.
why not?,Sorry about that.
Wrong,Sorry about that.
Wrong answer,Sorry about that.
You didn't answer my question,Sorry about that.
you don`t undestand nothing!!,Sorry about that.
you don't know?,Sorry about that.
You said that you don't have a response for that, but there was no request!
You shouldn't have said that,Sorry about that.
You shouldn't say something like that,Sorry about that.
You shouldn't say that,Sorry about that.
You shouldn't say things like that,Sorry about that.
You're not answering my question,Sorry about that.
You're way off,Sorry about that.
Acknowledged,That's great.
Awesome,That's great.
Big O, little k
Bingo ,That's great.
Cool,That's great.
Duh,That's great.
Excellent,That's great.
Fasciating,That's great.
Fleek,That's great.
For sure,That's great.
Good,That's great.
Good to know,That's great.
Great,That's great.
haha ok,That's great.
Hell yeah,That's great.
Hell yes,That's great.
Hells yes ,That's great.
Hooray,That's great.
I agree,That's great.
I like that,That's great.
i m great,That's great.
I'm into it ,That's great.
Interesting,That's great.
K,That's great.
Let's do it,That's great.
Living the dream,That's great.
lovely,That's great.
niiice,That's great.
Oh for sure,That's great.
OK,That's great.
ok cool,That's great.
ok then,That's great.
okay,That's great.
okay cool,That's great.
Okay. ,That's great.
On point,That's great.
Perfect,That's great.
Rad,That's great.
Radical,That's great.
Right on,That's great.
Roger,That's great.
Ryokai,That's great.
Sounds about right,That's great.
Sounds good ,That's great.
sounds great,That's great.
Sounds like a plan,That's great.
Super,That's great.
super cool,That's great.
sure,That's great.
That is good to hear,That's great.
That is great,That's great.
That's awesome ,That's great.
that's cool,That's great.
thats good,That's great.
That's great. ,That's great.
That's what I'm talking about,That's great.
Totally,That's great.
Tubular,That's great.
U know it,That's great.
Very nice,That's great.
well,That's great.
well okay then,That's great.
Works for me ,That's great.
Yay,That's great.
yeah sure,That's great.
Yep,That's great.
yes,That's great.
Yes ,That's great.
Yes lol,That's great.
Yes to that ,That's great.
You know it,That's great.
Yup ,That's great.
Ha,Glad you're pleased!
ha ha,Glad you're pleased!
hah,Glad you're pleased!
Haha,Glad you're pleased!
Hahaha,Glad you're pleased!
hahahaha good one,Glad you're pleased!
he he he,Glad you're pleased!
Heh,Glad you're pleased!
heh heh,Glad you're pleased!
Hilarious,Glad you're pleased!
I am cracking up,Glad you're pleased!
I am laughing so much,Glad you're pleased!
I'm cracking up,Glad you're pleased!
I'm laughing,Glad you're pleased!
I'm laughing so much,Glad you're pleased!
lmao,Glad you're pleased!
LOL,Glad you're pleased!
lololol,Glad you're pleased!
looooool,Glad you're pleased!
Pretty funny,Glad you're pleased!
Pretty hilarous,Glad you're pleased!
ROFL,Glad you're pleased!
Tee hee,Glad you're pleased!
Teehee,Glad you're pleased!
that is funny,Glad you're pleased!
That made me laugh,Glad you're pleased!
That me made me laugh out loud,Glad you're pleased!
That's funny,Glad you're pleased!
That's hilarious,Glad you're pleased!
very funny,Glad you're pleased!
ya that was funny ,Glad you're pleased!
Excuse me,No problem.
Excuse moi,No problem.
I beg your pardon,No problem.
Oops,No problem.
Oopsie,No problem.
Pardon,No problem.
Pardon me,No problem.
Scuse me,No problem.
Whoops,No problem.
Can you explain that?,Sorry
Can you please explain that?,Sorry
Can you please explain yourself?,Sorry
Can you try and explain that to me?,Sorry
Come again?,Sorry
Huh? I don't understand.,Sorry
I'm sorry, what do you mean?
Run that by me again.,Sorry
Wait a minute, what?
Wait what now?,Sorry
Wait what? ,Sorry
What makes you say that?,Sorry
What makes you think so?,Sorry
What makes you think that?,Sorry
What's that supposed to mean?,Sorry
Why do you say that?,Sorry
Why do you think that?,Sorry
Why is that?,Sorry
1,Excellent.
100 percent,Excellent.
Absolutely,Excellent.
Accurate,Excellent.
Affirmative,Excellent.
Amazing,Excellent.
Beyond a doubt,Excellent.
Certainly,Excellent.
Correct,Excellent.
Correct you are,Excellent.
correctamundo,Excellent.
Definitely,Excellent.
Ding ding ding,Excellent.
Fair,Excellent.
Indubitably,Excellent.
One hundred percent,Excellent.
Right,Excellent.
Right you are,Excellent.
Righto,Excellent.
So true,Excellent.
That is a correct statement,Excellent.
That is a true statement,Excellent.
That is accurate,Excellent.
That is an accurate statement,Excellent.
